num_contours,avg_area,std_area,std_4nn,circle_similarity,avg_perimeter,std_perimeter,avg_compactness,std_compactness,avg_eccentricity,std_eccentricity,avg_solidity,std_solidity,avg_curvature,std_curvature,fft_2,fft_3,fft_4,fft_5,fft_6,fft_7,fft_8,fft_9,fft_10,offset_x_mean,offset_y_mean,offset_x_std,offset_y_std,var_radii,var_angle_gaps,centroid_hull_area,centroid_hull_perimeter,quad_1,quad_2,quad_3,quad_4,mean_1nn,avg_degree,avg_clustering,area_ratio,bbox_aspect,std_aspect,sym_horiz,sym_vert,fractal_dim,template_match_score,occupancy_error,assignment_cost,avg_diameter,std_diameter,avg_pairwise_diff,child_id,label
29,161.3793103,105.5107982,19.88921808,0.184917422,55.20280598,21.74126294,0.662819821,0.158535915,0.657581905,0.145460376,0.901547181,0.07920641,2.722097221,0.465544572,0.53929603,0.31896263,0.19404647,0.13873293,0.10438678,0.0875642,0.06633597,0.050146993,0.04741977,11.85557609,-14.28729837,107.511028,49.43613022,1965.45732,0.033491401,39430.26667,831.1869406,8,12,4,5,27.67864888,4.551724138,0.162561576,0.075395099,2.122807005,0.227409852,0.066657814,0.012373731,-1.919606417,0.032912683,0.333333333,8.0503968,19.04956527,7.33745195,0.595183194,10014,1
26,8.826923077,13.67194088,20.02043457,0.374295081,29.0030883,41.83757459,0.28325518,0.237229236,0.313692842,0.266960615,0.619050646,0.358750292,2.569026616,0.661481123,0.55719197,0.3456869,0.17714928,0.12147114,0.09862709,0.07329064,0.08306278,0.058319133,0.05426188,-31.48497839,-6.712197604,107.5790205,43.17825298,1965.119439,0.072263872,32684.06254,802.5304195,9,5,7,5,24.55014968,4.769230769,0.190769231,0.004421199,2.538461521,0.810302705,0.017295597,0.003356528,-0.96659662,0.010810852,0.333333333,5.060553952,9.213594851,10.75934552,0.070615381,10015,1
45,180.9111111,67.67654188,10.79865339,0.185919549,57.26989855,12.59863084,0.689961206,0.118927707,0.606724232,0.117526594,0.917625136,0.05551585,2.713908563,0.453664213,0.32954162,0.2250333,0.12864414,0.090827346,0.072214924,0.055411816,0.04866438,0.036647223,0.035624295,-31.41617024,-19.54812609,91.63525301,41.38356135,2180.939593,0.038902235,33981.6714,815.5635248,20,11,8,6,24.74856681,5.422222222,0.123232323,0.118661361,1.92063491,0.1681078,0.146700018,0.098382818,-2.235665104,0.019921025,0.238095238,24.04231438,20.66784895,4.157458845,0.660024941,10016,2
47,4.010638298,2.437493833,16.88808113,0.350061383,11.18913596,4.340249779,0.433215166,0.200003762,0.355587702,0.235110381,0.773001351,0.212152506,2.374769503,0.81364799,0.39147946,0.32609794,0.22661176,0.23139663,0.16402099,0.1339433,0.13100372,0.10383751,0.09342141,16.01274624,-13.10406126,88.09695293,40.11393369,2148.64738,0.023934972,42424.50985,859.3208997,16,14,5,12,24.50700038,5.404255319,0.117483811,0.00330754,2.312101896,1.068349558,0.00135246,0.022782665,-1.79248125,-0.000758464,0.142857143,26.03824974,4.692351463,1.86881675,0.031739362,10017,2
28,94.82142857,64.08326256,17.40257645,0.257117456,47.49717556,19.13754309,0.51633873,0.150917812,0.563940392,0.185708783,0.819544815,0.104622899,2.610078076,0.533769498,0.564821,0.49236244,0.2060862,0.18407977,0.14081974,0.118137404,0.09879781,0.09878056,0.07221583,-7.787286861,7.883450526,110.9316451,75.15600067,1512.932887,0.091698418,65555.61931,1000.387503,9,5,7,7,34.42410021,5.214285714,0.193121693,0.028656542,1.299625463,0.384710595,-0.010394588,0.048656465,-1.84252159,0.002386484,0.380952381,7.077149876,16.24811964,5.669344346,0.373962075,10018,1
17,763.5294118,529.7387389,20.16378702,0.244070522,165.2709606,91.36077189,0.445425919,0.248996669,0.611534555,0.15733235,0.730745309,0.260243215,2.681827047,0.489472387,0.4689231,0.34772328,0.14914297,0.115440324,0.06550295,0.06027552,0.040506832,0.046476457,0.0351073,-7.550131435,-17.27645977,106.9099856,57.95314132,1733.864762,0.098828496,45892.97283,857.7755073,5,6,4,2,51.20090375,4.588235294,0.286764706,0.169054441,1.586363629,0.493040666,0.113030501,0.042337846,-1.833537973,0.014770087,0.476190476,4.052686103,49.52455097,19.39287388,2.672999859,10019,1
1,29213,0,,0.351651769,965.1269784,0,0.394109688,0,0.344664585,0,0.863881003,0,2.791319226,0.440708476,0.21693033,0.09990764,0.07322845,0.08984441,0.09254125,0.02042433,0.030209266,0.03634934,0.031245993,-9.35583524,-14.71510297,0,0,0,0,,,1,0,0,0,,,,0.630514547,2.659090889,0,0.707113484,0.648908757,-1.873609894,0.080178395,1,20.05552477,350.4625515,0,,10020,1
14,1122.642857,676.2358377,35.93170367,0.225781647,219.4868978,151.8695972,0.413437526,0.273532762,0.681524325,0.178433073,0.675783566,0.278126758,2.727768561,0.431117865,0.5792598,0.3156961,0.18555842,0.14297916,0.11691289,0.06322889,0.061121713,0.046766657,0.033283453,-8.952038394,-8.891130074,102.595808,82.43246341,962.7704786,0.060061693,56244.86981,913.028921,4,4,3,3,53.37634143,4.428571429,0.340659341,0.160957326,1.349442374,0.355014022,0.069324091,0.051879246,-1.68255726,0.050209694,0.571428571,7.057201349,58.65003057,26.23851421,3.886245489,10021,1
1,59332,0,,0.20533076,1142.548332,0,0.571149355,0,0.593278141,0,0.907203254,0,2.772312784,0.418471945,0.41071728,0.15304929,0.15403742,0.213207,0.11507325,0.08611623,0.080492795,0.054242793,0.022629049,-16.43663366,-8.253465347,0,0,0,0,,,1,0,0,0,,,,0.701498008,1.557939907,0,0.724447865,0.695936949,-1.920739804,0.17004025,1,20.07110125,364.3103073,0,,10022,1
6,4681.75,9572.624295,45.64631114,0.339063439,661.3153022,981.1801657,0.178642372,0.289446525,0.427128158,0.274512871,0.4201066,0.350279545,2.731572409,0.44554248,0.5952478,0.55739623,0.34292462,0.103598446,0.053918432,0.093125045,0.085040174,0.029710727,0.039575145,-108.2970803,6.401063525,64.17598842,43.62647575,2697.922687,1.370696347,11483.68029,473.2069539,2,0,3,1,49.39927114,3.333333333,0.666666667,0.31714876,1.487704912,0.311006477,0.27834228,0.260780087,-1.93076964,0.09649672,0.80952381,15.07915106,106.1036664,107.7211461,15.83709526,10023,3
18,606.75,474.804587,14.33981149,0.128077595,214.8638149,144.6843217,0.413948928,0.374025623,0.788866341,0.104078291,0.567225138,0.423086979,2.724504513,0.440422596,0.9300232,0.5603122,0.1984127,0.14653854,0.109635316,0.0899721,0.060541015,0.04745032,0.049169444,1.979459726,-7.130069502,94.05472249,37.65949956,2001.796012,0.07551385,27993.08161,764.9658352,5,6,4,3,45.25134173,4.888888889,0.287581699,0.184581453,2.226993851,0.176344132,0.214575186,0.312936315,-1.988346964,0.07558228,0.428571429,3.050215239,45.3088327,16.16060751,2.231781244,10024,3
28,364.8214286,331.7331709,13.82613481,0.18415231,90.54670641,32.57536303,0.54187413,0.205329179,0.705868644,0.12877093,0.813037583,0.169123999,2.666124862,0.540308733,0.80578834,0.37437597,0.23469114,0.16464992,0.13509919,0.11598619,0.086923905,0.08803208,0.06772756,-9.08635978,8.615130743,89.17147919,45.48100485,1740.626848,0.054821215,35301.67392,786.6286417,5,7,9,7,35.65885994,4.785714286,0.177248677,0.156020894,1.776041657,0.269331375,0.073263553,0.111201237,-1.858809263,0.07673528,0.238095238,7.048533078,27.99197433,10.27407008,1.298906326,10025,3
31,30.20967742,15.95850173,15.46624593,0.247952585,27.22950922,11.84688319,0.561588303,0.17577442,0.628813192,0.162068827,0.808384574,0.12778857,2.595762264,0.567045421,0.5035203,0.338467,0.1384085,0.13985692,0.12048912,0.08768405,0.07058804,0.076344945,0.06319683,5.08564798,7.959461302,87.35263922,44.77024706,1832.611453,0.019481639,39515.54998,814.9813359,8,6,7,10,29.43726449,5.225806452,0.174193548,0.015073961,1.983050836,0.581532688,0.046771953,0.016890196,-1.361233012,0.021330953,0.380952381,10.05125381,9.707489829,4.256698243,0.138810486,10026,1
31,380.5967742,249.4776614,22.24297504,0.213224867,103.5561577,55.19481556,0.510645562,0.225061153,0.682583804,0.173268534,0.804592367,0.150530767,2.670650561,0.491940583,0.79934645,0.38328826,0.2543137,0.15970105,0.14079756,0.10450711,0.08594791,0.09110811,0.06984507,12.48230367,-59.89107007,100.4949913,70.32416303,2666.535115,0.044612821,57396.79449,960.4921274,10,15,4,2,36.71922749,5.096774194,0.169892473,0.11919844,1.244680847,0.387884182,0.260105543,0.055917361,-1.84376917,0.09016861,0.285714286,10.04953863,30.64034781,13.67389987,1.363941669,10027,2
21,60.11904762,44.27508833,22.82296219,0.246850383,38.30239458,20.73255766,0.536212168,0.137699466,0.552874434,0.233174734,0.825712354,0.086799194,2.615066054,0.621728527,0.6121217,0.31843337,0.39072263,0.2250772,0.20110732,0.1457332,0.10003694,0.106375135,0.08317722,-19.33769836,8.119842646,87.03455549,98.73730106,2102.160109,0.068091859,60993.23317,954.5417266,6,3,6,6,45.76188319,4.666666667,0.233333333,0.012649413,0.956656344,0.53017701,-0.010522061,0.013740173,-2.196158711,0.021573039,0.571428571,0.117800101,14.39146195,8.708513301,0.25287497,10028,1
15,24.06666667,9.055139731,28.17852672,0.180559901,20.89313124,5.23971657,0.682193846,0.079121329,0.662553818,0.135439266,0.910040697,0.06226015,2.571039413,0.639965216,0.45279184,1.5395336,0.31218994,0.24873136,0.21645285,0.38542596,0.22488539,0.1802719,0.1740799,21.62907722,-10.88117052,88.99968553,68.77168333,1896.039541,0.130318018,47976.7965,853.9998409,3,5,3,4,55.0813221,4.4,0.314285714,0.004861364,1.493273536,0.322954893,0.004372909,0.035007589,-1.25125017,-0.01048816,0.761904762,6.061522277,7.603824183,1.978684191,0.111349992,10029,1
20,389.475,268.2163993,17.57571584,0.136179042,125.4184371,47.87130987,0.467920042,0.339141013,0.755453545,0.095475202,0.68073572,0.300657547,2.656271004,0.493475856,0.8441008,0.41071635,0.2048358,0.12148695,0.103866376,0.07052416,0.058303475,0.056454934,0.04138576,-8.815066029,-19.57023391,88.61823718,50.90914692,1682.178267,0.063095317,38122.21649,788.4059747,8,5,4,3,45.03815854,4.5,0.236842105,0.113296874,1.771573595,0.240784841,0.057771455,0.059905608,-1.809880873,0.19905873,0.095238095,1.025111251,31.16846335,7.030426187,1.423696756,10035,4
19,19.02631579,8.211791401,26.16534364,0.301296832,20.98076615,7.638308364,0.580377237,0.159911657,0.434470996,0.193814593,0.868999632,0.09651967,2.606535514,0.528512497,0.29716712,0.15252477,0.08714469,0.14273797,0.102502204,0.08768084,0.083748996,0.10318933,0.07353202,8.644593757,-10.01703324,111.522345,71.06493113,2782.912449,0.080373199,65689.35348,1013.907804,5,5,4,5,52.22027034,4.736842105,0.263157895,0.003999469,1.457831319,0.52495417,-0.003487118,-0.003487118,-2.415037499,-0.010804746,0.333333333,2.056528647,8.47423037,3.460764845,0.093276322,10037,2
22,76.18181818,33.07414036,23.5583408,0.199956171,41.12053645,11.86684143,0.568507736,0.098718526,0.653752349,0.146382894,0.840541955,0.078289553,2.741340996,0.597547087,0.73337024,0.44269988,0.4400442,0.25504634,0.22587033,0.17272156,0.14463806,0.08432155,0.054917168,19.31205935,-2.000582634,86.25860778,66.42596129,2294.785907,0.084772292,51249.23962,896.2870992,4,9,4,5,41.90354478,5,0.238095238,0.020212497,1.035335685,0.228535163,-0.002130967,0.077621758,-1.437855213,-0.009279382,0.523809524,1.075869808,14.07761009,3.925786975,0.309332371,10038,1
19,2126.789474,1613.680562,26.27658475,0.151997351,217.4588501,179.7615904,0.658703641,0.184410755,0.695104602,0.130151987,0.913038098,0.099072319,2.683673019,0.46238494,0.5127731,0.29828006,0.14840396,0.101950936,0.07325795,0.06668701,0.051372502,0.051711433,0.036500875,19.49247218,-17.26911238,99.42678725,82.74932394,2952.641744,0.044089941,68796.38642,1031.831624,5,6,3,5,59.3994789,4.736842105,0.263157895,0.329893625,0.98300283,0.190968397,0.172315701,0.200549386,-1.774814264,0.078238875,0.428571429,2.063777863,65.66424461,39.1151691,7.089503765,10039,2
21,1203.5,1323.101632,25.46479565,0.168495777,194.8830293,95.89930837,0.464032444,0.304857533,0.692775567,0.184041508,0.718507156,0.319490834,2.712284155,0.431750209,0.7341679,0.57267445,0.24050906,0.15996163,0.12115154,0.068829335,0.056209,0.045869283,0.038966358,32.80875454,-36.58897429,82.11284896,61.79260045,1627.737229,0.106479635,45806.8795,843.7063183,6,9,1,5,43.93657411,4.952380952,0.247619048,0.262731951,1.369811316,0.226425137,0.065159088,0.135797048,-1.964469914,0.097904176,0.333333333,0.078892993,49.10523106,20.46158065,4.106714249,10040,2
11,1662.863636,2498.156467,32.68445408,0.152534063,369.2544044,389.3754409,0.431148399,0.382128782,0.748715077,0.119938987,0.602344768,0.386509861,2.730190116,0.432323125,0.6901449,0.5288034,0.21923175,0.1781322,0.08054914,0.107232854,0.041266207,0.06252891,0.068958,-56.93385208,3.85147706,98.17414401,46.5306099,1680.2017,0.241241616,27965.17903,696.8757022,3,2,4,2,47.92532772,3.818181818,0.381818182,0.242258688,1.745192299,0.336062862,0.226648688,0.169152146,-1.87216049,0.0614039,0.666666667,10.06379116,72.4064635,58.67192644,5.807626247,10041,1
34,41.57352941,24.2672414,17.21231396,0.337530566,35.95363064,17.22070406,0.444114035,0.157133063,0.409742657,0.19356081,0.769495884,0.101634115,2.671763414,0.531547406,0.2601664,0.13534972,0.1045178,0.070839494,0.054777727,0.048393723,0.038564157,0.039204117,0.029206084,16.66397865,-4.404858002,107.6896778,64.32065918,2454.974253,0.038837999,71045.36982,1010.832247,9,9,6,10,33.67088586,5.117647059,0.155080214,0.015520346,1.368217049,1.443323287,0.072260044,-0.003577009,-1.548158266,0.010196886,0.285714286,13.04952252,14.31619723,7.779272781,0.187781245,10042,1
15,2322.166667,4242.593797,21.11830243,0.163643812,264.3186077,362.8627463,0.588528618,0.284835452,0.706147944,0.117875575,0.82141196,0.270290066,2.715845199,0.435402457,0.499565,0.32927302,0.14716554,0.15454693,0.11115728,0.081377596,0.06405195,0.060513634,0.04277909,-30.99908426,8.285476092,74.2322532,65.77490298,1179.43175,0.063282472,36849.49621,720.134546,4,2,5,4,51.39069247,4.4,0.314285714,0.359390638,1.359550557,0.155322654,0.310178698,0.319041195,-1.857279627,0.13574144,0.380952381,6.050551755,64.18882801,42.03483902,7.770062447,10043,2
45,50.37777778,28.88985896,12.44413358,0.313163894,38.10608284,16.72658697,0.457773615,0.129403433,0.480100102,0.201970161,0.762415385,0.098380283,2.561814686,0.577052726,0.4240599,0.20138821,0.1693692,0.117296174,0.07169464,0.07017691,0.05709431,0.043065604,0.043711178,-17.98822549,-22.9845356,96.1572292,67.68013331,2048.203242,0.014694703,57259.53876,927.2113763,14,15,11,5,28.31890498,5.155555556,0.117171717,0.025518647,1.324324319,0.530212122,0.02642231,0.051470348,-1.559611667,0.044803955,0.142857143,24.03357175,14.50561566,7.007012583,0.219158337,10044,1
29,106.4137931,93.25318419,13.78654522,0.241129121,67.8802801,35.89138057,0.381505126,0.253664499,0.688688483,0.155375963,0.657994971,0.236190625,2.685384964,0.508695509,1.2303199,0.6343218,0.45220396,0.18721083,0.18441178,0.120433085,0.11235826,0.067234844,0.060266584,3.328383431,0.754138428,98.7129545,44.32206336,1971.349395,0.120131079,36934.16202,833.2867149,7,8,9,5,29.87608659,5.103448276,0.18226601,0.047760547,2.039325831,0.279049615,0.076168047,0.082359604,-2.233987818,0.011393555,0.380952381,8.052419832,18.51991131,7.835317181,0.436907321,10045,2
67,13.35074627,8.945529579,11.74469014,0.224717965,15.7159343,7.442344848,0.687586336,0.13980671,0.595420599,0.195829133,0.921351904,0.095660706,2.565685905,0.572335349,0.40871653,0.43454108,0.2061126,0.1985326,0.1943558,0.21224613,0.17081803,0.16033454,0.15609743,-35.48982759,-13.89313918,94.6419307,48.17962054,1927.436393,0.015450563,48319.72666,896.4825126,27,15,17,8,19.8493831,5.552238806,0.08412483,0.013465505,1.983606547,0.353104357,-0.006245538,0.017645766,-2.196158711,0.00354949,0.142857143,46.03292901,5.985869458,2.920201326,0.06831716,10046,1
40,10.375,7.259261326,13.83015675,0.277139452,14.5154328,6.787664333,0.603739124,0.135794764,0.483683186,0.259140025,0.890148761,0.100097808,2.463757441,0.635267625,0.38418007,0.42618546,0.24494752,0.21123073,0.19653618,0.22646423,0.16713603,0.15991767,0.1455992,17.84170182,10.56153575,108.9415201,68.60128538,2361.632434,0.104647213,52373.04536,951.3538005,3,14,15,8,26.13816408,5.25,0.134615385,0.004554784,1.446215134,0.508975965,-0.004476197,0.009611828,-1.953445298,0.004718826,0.476190476,19.06640573,5.685480421,2.966532046,0.056817185,10047,1
18,545.2777778,435.3839373,26.47647395,0.163281609,198.9285056,96.08846246,0.358618337,0.372734169,0.722417418,0.131566873,0.522259939,0.36762621,2.737158316,0.413501384,0.69756585,0.36356297,0.13903101,0.11204933,0.062305603,0.045948125,0.0367521,0.02993628,0.028725913,-3.173836191,-20.02943565,103.0807274,92.10743774,1686.402237,0.030632139,60352.4146,964.9996102,5,6,4,3,50.56209785,4.333333333,0.254901961,0.0811593,1.077611937,0.155834875,0.152710075,-0.000998464,-1.581432171,0.007082308,0.333333333,3.06450178,46.49442716,13.76958881,2.014145851,10049,2
30,810.8666667,930.0753458,12.65329079,0.167840659,160.2933512,123.7254484,0.581956814,0.326502288,0.658528693,0.133630431,0.77253142,0.325519868,2.725045384,0.433329973,0.53868026,0.36243117,0.14541815,0.098178074,0.07704738,0.05859883,0.0575769,0.034969185,0.032489434,42.7850626,-5.096086783,87.46852123,70.18277811,2045.844017,0.043960136,53735.57798,875.27887,5,10,5,10,40.22873369,4.933333333,0.170114943,0.231881571,1.256055359,0.194374895,0.116862253,0.022602887,-1.749195751,0.056151308,0.19047619,9.049836685,43.91507035,23.69387958,2.808612585,10057,2
24,156,253.3697068,22.9779955,0.162079615,155.5903727,64.8984798,0.139646719,0.264569321,0.760508514,0.183966684,0.230585968,0.28464656,2.722557102,0.46457338,0.78045636,0.3897399,0.064314574,0.08494819,0.043313812,0.04905687,0.020500248,0.021990603,0.024651313,5.334084933,-17.72162132,102.6187729,54.61840923,2202.614115,0.061779199,44728.27492,863.4188791,5,12,4,3,36.015313,4.666666667,0.202898551,0.049586777,1.745192299,0.257500131,0.180151826,0.004030595,-1.477960944,0.13386178,0.285714286,3.04554013,33.99088797,9.043572385,0.714796841,10058,2
21,609.8333333,511.0681003,16.33701303,0.137684629,128.2532903,58.39105553,0.579974631,0.33734573,0.727896056,0.180200291,0.772000765,0.303924359,2.715914607,0.417603178,0.5811879,0.36267075,0.14351657,0.090452135,0.054523036,0.058897667,0.04419106,0.031374425,0.039778378,-17.08878688,-14.00853444,89.74158057,48.37472059,1911.096484,0.04833947,36653.41758,778.2737693,8,5,4,4,42.68082888,4.761904762,0.238095238,0.17401318,1.751219504,0.33763795,0.132589668,0.104535381,-1.951544612,0.12900715,0.238095238,0.056661715,36.88781411,12.19694061,2.122419596,10059,3
30,466.7166667,1335.670672,22.74492541,0.384982185,170.0844503,245.904019,0.123116669,0.16113351,0.42331934,0.329605288,0.369486861,0.329096615,2.762654092,0.498940638,0.4336687,0.27188307,0.13910802,0.114817485,0.07551077,0.04192092,0.03378512,0.032178607,0.028678706,7.517868263,-14.90952572,123.7973398,49.74960438,2416.46491,0.090493426,52264.72135,919.2719701,11,10,3,6,24.8359431,5.2,0.179310345,0.170670909,1.606194683,1.072580534,0.265057448,0.187054049,-1.741726198,0.13175537,0.333333333,9.052223982,47.29265499,62.95901935,1.728581309,10061,2
33,26.87878788,22.72097893,14.61365133,0.241853306,24.10263224,13.03370749,0.602992176,0.160749658,0.541148767,0.172361606,0.857222088,0.135654857,2.544173091,0.591177392,0.36422136,0.1938904,0.15888685,0.10765033,0.083049424,0.082601726,0.067257114,0.057416692,0.055794474,9.973525724,-4.090679559,103.701258,47.41549451,2115.899938,0.053780236,39918.23743,839.2196866,8,10,8,7,28.80657202,4.848484848,0.151515152,0.015704674,2.206249986,0.45322558,0.037613407,0.018712198,-1.632874504,0.006552838,0.142857143,12.03844027,9.011469907,4.85605693,0.123636365,10062,2
28,541.0892857,300.3186419,18.38601659,0.129425051,105.1705336,44.32098443,0.668245861,0.224346742,0.796013399,0.103189426,0.891419942,0.150106106,2.727338644,0.429918959,0.6164207,0.35173044,0.20119324,0.16762519,0.1306581,0.070585705,0.07723493,0.06336628,0.04987091,-7.376659262,-26.42410598,92.12387263,60.9944111,2384.137476,0.017594099,45028.92805,867.6644293,9,9,6,4,36.45561958,4.857142857,0.17989418,0.176577196,1.502092044,0.177174029,0.109560765,0.095201027,-1.876761373,0.09772923,0.19047619,7.038110187,32.15846819,12.31335203,1.873339176,10063,2
31,267.9516129,184.9325228,18.1833627,0.200361246,110.6476949,61.84258202,0.42618671,0.298725509,,,0.672192467,0.302687173,2.697242441,0.461751798,0.81668526,0.50801194,0.23563291,0.13986884,0.11065207,0.0918004,0.084641084,0.05034374,0.048370395,-0.144001974,-2.661489438,108.7102628,73.37504818,2256.238246,0.021723099,65677.54609,979.2417323,8,8,7,8,37.1161362,5.161290323,0.172043011,0.086677728,1.374999995,0.216205972,0.265241438,0.046667842,-1.586776297,0.014654248,0.19047619,10.04202833,28.85753244,10.54258256,1.010437489,10064,2
20,58.925,36.88369389,26.83518701,0.216259929,36.35182889,18.73906787,0.584789526,0.124176972,0.623308235,0.15366658,0.835153764,0.103528839,2.65099003,0.603193743,0.44698238,0.3635624,0.21628273,0.18137622,0.12019433,0.11403789,0.09087285,0.090724885,0.08140435,45.89072482,-27.89739635,89.32161476,60.85921238,1721.352808,0.072464141,48710.50785,842.2773415,4,9,2,5,50.06867377,4.6,0.242105263,0.015876544,1.440528628,0.320140826,0.007259432,-0.003204237,-1.564641508,0.001799802,0.380952381,1.079433716,12.84534118,6.942421041,0.246075019,10065,2
15,1554.4,1126.99777,31.1903177,0.160201201,269.6452407,130.6154626,0.431553243,0.345957864,0.758201134,0.151558537,0.657887366,0.345194604,2.726810656,0.435142423,0.8149936,0.4583152,0.19701481,0.13084133,0.1055483,0.068071514,0.0592924,0.03913919,0.041676864,-0.398203553,-26.63282812,91.1871865,90.44861163,1623.34129,0.050605643,65539.81339,968.2394955,4,5,3,3,73.46757742,4.533333333,0.323809524,0.20198555,1.14150943,0.224264205,0.198383822,0.365826442,-1.964402495,-0.006763413,0.666666667,6.066696529,67.2158954,30.75424207,5.33098793,10066,1
22,1351.863636,543.3532289,14.29812078,0.14668999,152.9526684,36.51002916,0.71699749,0.110843436,0.683619842,0.156219916,0.944880622,0.036624812,2.723470438,0.450898946,0.38705447,0.2230719,0.16700423,0.14378752,0.09409087,0.08816432,0.048476934,0.055745114,0.038453713,8.039636712,-7.194862188,95.24355689,66.34979042,1889.488497,0.044090389,50204.69738,874.731836,6,7,4,5,51.0330191,4.818181818,0.229437229,0.333232493,1.427999994,0.236286503,0.229739366,0.110583024,-1.819909242,0.15538436,0.19047619,1.037951479,51.94147382,12.47148118,4.526974201,10067,2
18,837.8888889,634.3029323,50.131773,0.278263274,202.9001908,135.5583244,0.365260493,0.268912281,0.501886772,0.290474951,0.704702692,0.292341943,2.733478184,0.442519945,0.4732301,0.39839938,0.18670972,0.12377009,0.098350674,0.06757035,0.049077813,0.044613075,0.037936952,20.35875021,-56.9228386,66.2201467,112.6820661,2048.423507,0.435017875,45651.03367,942.891732,6,9,0,3,36.73975294,4.777777778,0.281045752,0.146296512,0.782369144,0.940308159,0.35206474,-0.116460819,-1.971695865,0.023254203,0.666666667,3.12497822,50.97938997,28.17685454,2.955520868,10068,1
21,494.7380952,331.2851821,15.58844072,0.165044639,152.3186514,50.87508982,0.401154437,0.310521678,0.734699675,0.122468234,0.656668919,0.300863265,2.678931854,0.468356246,0.7375891,0.47655374,0.23297028,0.12599796,0.0909475,0.07548469,0.056052424,0.039576683,0.042719,20.23409656,21.37257994,88.28854213,60.89569724,1509.299184,0.052600373,42672.41136,828.4600136,2,5,6,8,46.92643595,4.857142857,0.242857143,0.127411304,1.528138522,0.205415104,0.212677678,0.033840426,-2.055673729,-0.005122672,0.476190476,0.098881011,37.12345324,7.696114089,1.794410586,10069,2
21,91.95238095,64.35187953,17.70995596,0.302920947,48.27401881,15.51720313,0.465558306,0.126781117,0.484117314,0.108780119,0.78733067,0.105599291,2.673610908,0.520388956,0.47121388,0.22799297,0.10497039,0.0725589,0.07480505,0.044217415,0.047761634,0.03504164,0.03437464,-7.719951663,-2.200452139,98.38342987,70.62249897,2226.123483,0.033990461,46805.77475,894.5702959,4,7,7,3,47.9406407,4.571428571,0.228571429,0.020488498,1.352272722,0.109779108,0.006613885,-0.012765148,-1.118214255,0.03389043,0.380952381,0.073846699,17.66186466,5.146562749,0.36580357,10070,1
37,639.9189189,720.2913779,12.41335117,0.246131016,129.5196708,129.8846288,0.576701012,0.170855892,0.501392881,0.131943592,0.891357869,0.09568419,2.675871442,0.488223843,0.21632287,0.14465329,0.084222555,0.06582592,0.062631585,0.04541529,0.036558315,0.03358411,0.03267514,15.54029045,-12.61125781,91.98369038,63.65355616,1799.246688,0.023200085,54369.22675,885.5670391,8,13,7,9,35.10344721,5.081081081,0.141141141,0.229441634,1.193877547,0.213358424,0.217128927,0.083652499,-2.120951048,0.11097722,0.047619048,16.0330978,42.46267753,28.4572119,2.227976322,10071,1
31,219.1612903,75.18057692,14.49361293,0.137180283,67.72150499,16.37803099,0.638342071,0.180852425,0.765294829,0.128185152,0.873134979,0.115537599,2.637613929,0.535727436,1.0565579,0.45807686,0.41485795,0.2669663,0.35294533,0.2715567,0.12462983,0.19188567,0.17294246,-11.14787988,4.980725446,94.68508124,48.59503741,1447.806934,0.054519315,37121.70694,788.3793214,9,7,8,7,28.95849644,4.903225806,0.16344086,0.103593919,1.835978826,0.184200119,0.24372987,0.13752506,-1.797452872,0.040708788,0.238095238,10.04797153,21.30584609,4.72429751,0.799856842,10072,4
23,1360.478261,3122.108856,22.72943913,0.189136012,258.723839,418.1394059,0.460757036,0.289266912,0.661055086,0.156325183,0.720275151,0.284780693,2.679514972,0.469659011,0.6779707,0.45584443,0.24159311,0.15097663,0.10620053,0.08399977,0.07499188,0.061096046,0.04922141,15.47667574,-40.59578362,99.36791473,77.83226164,1610.406988,0.042743987,62319.75325,948.1470274,6,9,4,4,50.45206062,4.608695652,0.209486166,0.295476865,1.176666663,0.160040841,0.302345788,0.292397465,-2.028913835,0.101355195,0.476190476,2.056053556,53.9576146,45.72138878,4.703086853,10073,1
20,49.075,21.31271627,21.50263051,0.327836015,38.76726169,14.53047181,0.449518256,0.145223887,0.413576126,0.185294862,0.753917273,0.099148662,2.55813929,0.580899943,0.45467058,0.51381177,0.18851915,0.09772305,0.13753054,0.14645612,0.08514685,0.09222751,0.033887953,17.98895889,-14.65257703,98.23172098,82.21354054,1801.518192,0.042313106,64667.7775,960.6142669,5,6,4,5,54.4393986,4.7,0.247368421,0.010405513,1.247272723,0.37241849,0.016765484,-0.008541082,-1.598898048,0.020459007,0.428571429,1.066713051,14.95550516,6.21151072,0.215953127,10074,1
21,771.4047619,499.3636574,18.97175325,0.165378301,171.3471266,67.43913086,0.479433292,0.314341412,0.712104078,0.146223637,0.727152774,0.283329735,2.683925789,0.476387742,0.5803737,0.45653796,0.2119092,0.10833301,0.10197854,0.058271073,0.056415915,0.0479904,0.043978225,6.23112796,-15.69029646,91.98186826,65.87224542,1884.587964,0.04660812,52195.84619,887.1996334,5,6,5,5,50.78223002,4.666666667,0.233333333,0.160809832,1.222996511,0.239424012,0.061992627,0.085225007,-1.675160184,0.14423534,0.142857143,0.042602423,43.53951244,11.24516402,2.705732107,10075,3
